-00:00:01.5560000		Yoo Rose casts Ruin III on Ramuh
00:01:42.2890000		Yujin Ahn gains Asylum from Dengue Fever
00:01:42.2890000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:01:42.3340000		Blue Fever Shot Ramuh 4526
00:01:42.3340000		Minju Rose prepares Holy Spirit on Ramuh 14428
00:01:42.3790000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:42.3790000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:42.4670000		Minju Rose Attack Ramuh 4373
00:01:42.6900000		Ramuh prepares Unknown_4Bc9 on Minju Rose 26102
00:01:42.7790000		Blue Fever prepares Iron Jaws on Ramuh 9259 (CRITICAL)
00:01:42.7790000		Aihyooni Yoomi prepares Broil III on Ramuh 18767
00:01:42.7790000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:43.0040000		Dengue Fever prepares Glare on Ramuh 20580
00:01:43.0920000		Minju Rose Holy Spirit Ramuh 14428
00:01:43.3620000		Yoo Rose prepares Ruin III on Ramuh 24872 (CRITICAL)
00:01:43.4070000		Blue Fever Iron Jaws Ramuh 9259
00:01:43.4070000		Ramuh gains Stormbite from Blue Fever
00:01:43.4070000		Ramuh gains Caustic Bite from Blue Fever
00:01:43.4070000		Stormcloud Lightning Bolt  0
00:01:43.4960000		Ramuh Unknown_4Bc9 Minju Rose 26102
00:01:43.4960000		Ruby Carbuncle prepares Burning Strike on Ramuh 5247 (DIRECT HIT)
00:01:43.5850000		Aihyooni Yoomi Broil III Ramuh 18767
00:01:43.6750000		Yujin Ahn prepares Attack on Ramuh 3865
00:01:43.8550000		The limit break guage has been updated to 5950. 3 bars are available.
00:01:43.9440000		Yujin Ahn Storm's Eye Ramuh 11370
00:01:43.9440000		Stormcloud Lightning Bolt  0
00:01:43.9440000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:01:44.1680000		Yoo Rose Ruin III Ramuh 24872
00:01:44.2130000		Yujin Ahn Attack Ramuh 3865
00:01:44.2130000		Minju Rose prepares Attack on Ramuh 2156
00:01:44.3010000		Ruby Carbuncle Burning Strike Ramuh 5247
00:01:44.3010000		Dengue Fever Glare Ramuh 20580
00:01:44.6150000		Blue Fever prepares Shot on Ramuh 6365 (CRITICAL)
00:01:44.6150000		Dengue Fever prepares Dia on Ramuh 12096 (CRITICAL)
00:01:44.6590000		Eos prepares Embrace on Blue Fever +4599
00:01:44.7030000		Yujin Ahn prepares Fell Cleave on Ramuh 17868
00:01:44.7480000		Minju Rose Attack Ramuh 2156
00:01:44.7930000		Minju Rose prepares Holy Spirit on Ramuh 17436 (DIRECT HIT)
00:01:44.9270000		Blue Fever prepares Pitch Perfect on Ramuh 20931
00:01:45.2860000		Stormcloud prepares Lightning Bolt on Dengue Fever 47134
00:01:45.2860000		Stormcloud prepares Lightning Bolt on  
00:01:45.2860000		Stormcloud prepares Lightning Bolt on Aihyooni Yoomi 95954
00:01:45.2860000		Stormcloud prepares Lightning Bolt on  
00:01:45.2860000		Minju Rose gains Asylum from Dengue Fever
00:01:45.2860000		Yoo Rose gains Asylum from Dengue Fever
00:01:45.2860000		Yujin Ahn gains Asylum from Dengue Fever
00:01:45.3290000		Yujin Ahn Fell Cleave Ramuh 17868
00:01:45.3730000		Blue Fever Shot Ramuh 6365
00:01:45.3740000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:45.3740000		Aihyooni Yoomi gains Vulnerability Up from Stormcloud
00:01:45.5530000		Minju Rose Holy Spirit Ramuh 17436
00:01:45.6880000		Blue Fever prepares Refulgent Arrow on Ramuh 16015
00:01:45.7310000		Blue Fever Pitch Perfect Ramuh 20931
00:01:45.7310000		Ramuh prepares Unknown_4Bc9 on Minju Rose 26308
00:01:45.7760000		Stormcloud Lightning Bolt Dengue Fever 47134
00:01:45.7760000		Stormcloud Lightning Bolt Aihyooni Yoomi 95954
00:01:45.8210000		Dengue Fever gains Surge Protection from 
00:01:45.9110000		Dengue Fever Dia Ramuh 12096
00:01:45.9110000		Ramuh gains Dia from Dengue Fever
00:01:45.9550000		Yoo Rose prepares Ruin III on Ramuh 16179 (DIRECT HIT)
00:01:46.3130000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:01:46.3130000		Yujin Ahn gains Inner Release from Yujin Ahn
00:01:46.4900000		Minju Rose prepares Attack on Ramuh 2267
00:01:46.5340000		Ramuh Unknown_4Bc9 Minju Rose 26308
00:01:46.5790000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:01:46.7580000		Yoo Rose Ruin III Ramuh 16179
00:01:46.7580000		Ruby Carbuncle prepares Burning Strike on Ramuh 5047 (DIRECT HIT)
00:01:46.8470000		The limit break guage has been updated to 6120. 3 bars are available.
00:01:47.0250000		Minju Rose Attack Ramuh 2267
00:01:47.0690000		Stormcloud Lightning Bolt  0
00:01:47.0690000		Yujin Ahn prepares Attack on Ramuh 7805 (CRITICAL)
00:01:47.1140000		Yujin Ahn prepares Fell Cleave on Ramuh 36931 (CRITICAL)
00:01:47.2030000		Ruby Carbuncle gains Summon Order from Ramuh
00:01:47.2930000		Minju Rose prepares Confiteor on Ramuh 30501
00:01:47.2930000		Yoo Rose prepares Fester on Ramuh 19439
00:01:47.3370000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 12383
00:01:47.5600000		Ruby Carbuncle Burning Strike Ramuh 5047
00:01:47.6050000		Yujin Ahn Attack Ramuh 7805
00:01:47.7380000		Yujin Ahn Fell Cleave Ramuh 36931
00:01:47.9170000		Minju Rose Confiteor Ramuh 30501
00:01:47.9620000		Ruby Carbuncle Crimson Cyclone Ramuh 12383
00:01:47.9630000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:48.2300000		Yoo Rose Fester Ramuh 19439
00:01:48.3650000		Stormcloud prepares Lightning Bolt on  
00:01:48.3650000		Stormcloud prepares Lightning Bolt on Minju Rose +25402 (CRITICAL)
00:01:48.3650000		Stormcloud prepares Lightning Bolt on  
00:01:48.3650000		Stormcloud prepares Lightning Bolt on  
00:01:48.3650000		Aihyooni Yoomi dies.
00:01:48.4100000		Blue Fever dies.
00:01:48.7210000		Dengue Fever dies.
00:01:48.8560000		Stormcloud Lightning Bolt Minju Rose 25402
00:01:49.8830000		The limit break guage has been updated to 6290. 3 bars are available.
00:01:50.0610000		Ruby Carbuncle prepares Burning Strike on Ramuh 7659 (CRITICAL)
00:01:50.5060000		Ramuh prepares Fury's Bolt on Ramuh 
00:01:50.8620000		Ruby Carbuncle Burning Strike Ramuh 7659
00:01:51.4440000		Stormcloud prepares Lightning Bolt on  
00:01:51.4440000		Stormcloud prepares Lightning Bolt on  
00:01:51.4440000		Stormcloud prepares Lightning Bolt on  
00:01:51.4440000		Stormcloud prepares Lightning Bolt on  
00:01:51.4880000		Stormcloud Lightning Bolt  0
00:01:51.4880000		Ramuh gains Fury's Bolt from Ramuh
00:01:51.8010000		Ramuh prepares Unknown_4Bc9 on Yoo Rose 42395
00:01:51.9800000		Yujin Ahn dies.
00:01:52.2030000		Minju Rose dies.
00:01:52.6040000		Ramuh Unknown_4Bc9 Yoo Rose 42395
00:01:52.8720000		The limit break guage has been updated to 6460. 3 bars are available.
00:01:53.2720000		The limit break guage has been updated to 6460. 2 bars are available.
00:01:55.2840000		Yoo Rose dies.
00:01:56.4910000		The limit break guage has been updated to 0. 2 bars are available.
